"","Plate","Sample_ID","Abs_562nm_raw","Abs_562nm_corrected","Dilution_factor","Volume_ul","TotalProtein_ug","TotalProtein_ug_mL"
"1",1,"T1-OA1",1.016,0.91865,0,25,19.0704453518706,762.817814074825
"2",1,"T2-OA1",1.8943,1.79695,0,25,36.8269275126666,1473.07710050666
"3",1,"T2-OA1",1.8761,1.77875,0,25,36.4677131500544,1458.70852600218
"4",1,"T1-A1",2.2441,2.14675,0,25,43.663829901724,1746.55319606896
"5",1,"T1-A1",2.2502,2.15285,0,25,43.7819456602637,1751.27782641055
"6",1,"T2-A1",1.3233,1.22595,0,25,25.3840469127284,1015.36187650914
"7",1,"T2-A1",1.3258,1.22845,0,25,25.4349503374563,1017.39801349825
"8",1,"T3-A1",1.8585,1.76115,0,25,36.1200056899313,1444.80022759725
"9",1,"T3-A1",1.8664,1.76905,0,25,36.2761197688142,1451.04479075257
"10",1,"T1-OA1",1.0319,0.93455,0,25,19.3999170868561,775.996683474243
"11",1,"T1-OA2",1.6615,1.56415,0,25,32.2052669388226,1288.2106775529
"12",1,"T2-OA2",1.6906,1.59325,0,25,32.7861955914784,1311.44782365913
"13",1,"T2-OA2",1.6987,1.60135,0,25,32.9477318883973,1317.90927553589
"14",1,"T1-A2",1.4044,1.30705,0,25,27.0316515762849,1081.26606305139
"15",1,"T1-A2",1.3735,1.27615,0,25,26.4047944250921,1056.19177700368
"16",1,"T2-A2",1.8992,1.80185,0,25,36.9235789639475,1476.9431585579
"17",1,"T2-A2",1.8907,1.79335,0,25,36.7559020462433,1470.23608184973
"18",1,"T3-A2",1.4109,1.31355,0,25,27.1633746185008,1086.53498474003
"19",1,"T3-A2",1.3892,1.29185,0,25,26.7234323722465,1068.93729488986
"20",1,"T1-OA2",1.6694,1.57205,0,25,32.3630682249445,1294.52272899778
"21",1,"T1-OA3",1.343,1.24565,0,25,25.7849684025773,1031.39873610309
"22",1,"T2-OA3",1.6925,1.59515,0,25,32.8240932804768,1312.96373121907
"23",1,"T2-OA3",1.6489,1.55155,0,25,31.9534414535015,1278.13765814006
"24",1,"T1-A3",1.1804,1.08305,0,25,22.4621826375441,898.487305501766
"25",1,"T1-A3",1.1733,1.07595,0,25,22.3163773950309,892.655095801237
"26",1,"T2-A3",1.9251,1.82775,0,25,37.4340284178581,1497.36113671432
"27",1,"T2-A3",1.9275,1.83015,0,25,37.481292844418,1499.25171377672
"28",1,"T3-A3",0.9812,0.88385,0,25,18.3482495807818,733.929983231272
"29",1,"T3-A3",0.9863,0.88895,0,25,18.4541822592475,738.167290369902
"30",1,"T1-OA3",1.2993,1.20195,0,25,24.8950024051474,995.800096205896
"31",1,"T1-OA4",1.3895,1.29215,0,25,26.7295182231612,1069.18072892645
"32",1,"T2-OA4",1.6728,1.57545,0,25,32.4309615464256,1297.23846185702
"33",1,"T2-OA4",1.6547,1.55735,0,25,32.0693828854129,1282.77531541652
"34",1,"T1-A4",1.1649,1.06755,0,25,22.1437974238638,885.751896954552
"35",1,"T1-A4",1.1593,1.06195,0,25,22.0286970877021,881.147883508083
"36",1,"T2-A4",1.836,1.73865,0,25,35.6750116204254,1427.00046481702
"37",1,"T2-A4",1.8432,1.74585,0,25,35.8174686392915,1432.69874557166
"38",1,"T3-A4",1.7985,1.70115,0,25,34.9321485571326,1397.28594228531
"39",1,"T3-A4",1.7714,1.67405,0,25,34.3943631650121,1375.77452660048
"40",1,"T1-OA4",1.4156,1.31825,0,25,27.2585902436013,1090.34360974405
"41",1,"T1-OA5",1.5824,1.48505,0,25,30.6214481620435,1224.85792648174
"42",1,"T2-OA5",1.8325,1.73515,0,25,35.6057416232113,1424.22966492845
"43",1,"T2-OA5",1.8181,1.72075,0,25,35.320606824217,1412.82427296868
"44",1,"T1-A5",1.5397,1.44235,0,25,29.763567319638,1190.54269278552
"45",1,"T1-A5",1.5347,1.43735,0,25,29.6629790044982,1186.51916017993
"46",1,"T2-A5",1.8889,1.79155,0,25,36.7203841525656,1468.81536610263
"47",1,"T2-A5",1.8334,1.73605,0,25,35.6235551621324,1424.9422064853
"48",1,"T3-A5",1.7592,1.66185,0,25,34.1520011671334,1366.08004668533
"49",1,"T3-A5",1.7322,1.63485,0,25,33.6150516705682,1344.60206682273
"50",1,"T1-OA5",1.6204,1.52305,0,25,31.3831885790597,1255.32754316239
"51",1,"T1-OA6",1.4475,1.35015,0,25,27.9041713009512,1116.16685203805
"52",1,"T2-OA6",1.964,1.86665,0,25,38.1993579336598,1527.97431734639
"53",1,"T2-OA6",2.0057,1.90835,0,25,39.0180120235113,1560.72048094045
"54",1,"T1-A6",0.9416,0.84425,0,25,17.5246142818447,700.984571273788
"55",1,"T1-A6",0.9259,0.82855,0,25,17.1975309122311,687.901236489246
"56",1,"T2-A6",1.8587,1.76135,0,25,36.123958766687,1444.95835066748
"57",1,"T2-A6",1.8569,1.75955,0,25,36.0883795386097,1443.53518154439
"58",1,"T3-A6",1.9846,1.88725,0,25,38.6040043080615,1544.16017232246
"59",1,"T3-A6",1.9716,1.87425,0,25,38.3486967120381,1533.94786848153
"60",1,"T1-OA6",1.4699,1.37255,0,25,28.3567993476721,1134.27197390688
"61",2,"T3-HW1",1.4441,1.3392,0,25,24.4008630486497,976.034521945986
"62",2,"BL1",1.2422,1.1373,0,25,20.8263854567974,833.055418271896
"63",2,"BL1",1.2754,1.1705,0,25,21.4186477149912,856.745908599648
"64",2,"T3-OA1",1.9213,1.8164,0,25,32.6040899069455,1304.16359627782
"65",2,"T3-OA1",1.9236,1.8187,0,25,32.6428405851115,1305.71362340446
"66",2,"T1-HW1",1.6833,1.5784,0,25,28.5542433511446,1142.16973404578
"67",2,"T1-HW1",1.6604,1.5555,0,25,28.1603027923029,1126.41211169212
"68",2,"T2-HW1",1.9848,1.8799,0,25,33.6712945725999,1346.851782904
"69",2,"T2-HW1",1.9423,1.8374,0,25,32.957631638512,1318.30526554048
"70",2,"T3-HW1",1.4871,1.3822,0,25,25.1538728953997,1006.15491581599
"71",2,"T3-HW2",2.0822,1.9773,0,25,35.2976803002218,1411.90721200887
"72",2,"BL2",1.4903,1.3854,0,25,25.2097972646419,1008.39189058568
"73",2,"BL2",1.4918,1.3869,0,25,25.2360064194489,1009.44025677796
"74",2,"T3-OA2",2.2991,2.1942,0,25,38.8749175746379,1554.99670298552
"75",2,"T3-OA2",2.2272,2.1223,0,25,37.6957878686621,1507.83151474648
"76",2,"T1-HW2",1.448,1.3431,0,25,24.4692768719097,978.771074876388
"77",2,"T1-HW2",1.4374,1.3325,0,25,24.2832766067436,971.331064269745
"78",2,"T2-HW2",1.4813,1.3764,0,25,25.0524700062161,1002.09880024864
"79",2,"T2-HW2",1.4315,1.3266,0,25,24.1796726798957,967.186907195829
"80",2,"T3-HW2",2.0415,1.9366,0,25,34.6196107681171,1384.78443072469
"81",2,"T3-HW3",1.9409,1.836,0,25,32.9340809463879,1317.36323785552
"82",2,"BL3",1.8591,1.7542,0,25,31.5533718781308,1262.13487512523
"83",2,"BL3",1.8611,1.7562,0,25,31.5872404258618,1263.48961703447
"84",2,"T3-OA3",1.4989,1.394,0,25,25.3600164226286,1014.40065690514
"85",2,"T3-OA3",1.4532,1.3483,0,25,24.5604587066681,982.418348266723
"86",2,"T1-HW3",1.5187,1.4138,0,25,25.7054411087225,1028.2176443489
"87",2,"T1-HW3",1.485,1.3801,0,25,25.1171640085229,1004.68656034091
"88",2,"T2-HW3",1.473,1.3681,0,25,24.9072692283783,996.290769135133
"89",2,"T2-HW3",1.4171,1.3122,0,25,23.9265815968285,957.063263873141
"90",2,"T3-HW3",1.9226,1.8177,0,25,32.6259933554627,1305.03973421851
"91",2,"T3-HW4",1.7573,1.6524,0,25,29.8220434253972,1192.88173701589
"92",2,"BL4",1.548,1.4431,0,25,26.215508522175,1048.620340887
"93",2,"BL4",1.5438,1.4389,0,25,26.142472716091,1045.69890864364
"94",2,"T3-OA4",1.7547,1.6498,0,25,29.7776325430892,1191.10530172357
"95",2,"T3-OA4",1.6986,1.5937,0,25,28.817018228853,1152.68072915412
"96",2,"T1-HW4",1.6158,1.5109,0,25,27.3908572246053,1095.63428898421
"97",2,"T1-HW4",1.5693,1.4644,0,25,26.585495768371,1063.41983073484
"98",2,"T2-HW4",1.6315,1.5266,0,25,27.662050060371,1106.48200241484
"99",2,"T2-HW4",1.5581,1.4532,0,25,26.3910334821244,1055.64133928498
"100",2,"T3-HW4",1.7968,1.6919,0,25,30.4955631458062,1219.82252583225
"101",2,"T3-HW5",1.7033,1.5984,0,25,28.8976717240357,1155.90686896143
"102",2,"BL5",0.977,0.8721,0,25,16.0293055423714,641.172221694855
"103",2,"BL5",1.0121,0.9072,0,25,16.6711290167868,666.845160671471
"104",2,"T3-OA5",2.1416,2.0367,0,25,36.2833783758599,1451.3351350344
"105",2,"T3-OA5",2.0941,1.9892,0,25,35.4955226101465,1419.82090440586
"106",2,"T1-HW5",1.6957,1.5908,0,25,28.7672373324966,1150.68949329987
"107",2,"T1-HW5",1.6876,1.5827,0,25,28.6281294770281,1145.12517908112
"108",2,"T2-HW5",1.4652,1.3603,0,25,24.7707189965811,990.828759863245
"109",2,"T2-HW5",1.3898,1.2849,0,25,23.4458742938352,937.83497175341
"110",2,"T3-HW5",1.7492,1.6443,0,25,29.6836545987168,1187.34618394867
"111",2,"T3-HW6",1.836,1.7311,0,25,31.1617856921014,1246.47142768406
"112",2,"BL6",1.1985,1.0936,0,25,20.0440611486456,801.762445945822
"113",2,"BL6",1.2074,1.1025,0,25,20.2036454084477,808.145816337906
"114",2,"T3-OA6",2.1545,2.0496,0,25,36.4968351848217,1459.87340739287
"115",2,"T3-OA6",2.1071,2.0022,0,25,35.711439935195,1428.4575974078
"116",2,"T1-HW6",2.0366,1.9317,0,25,34.5378274379952,1381.51309751981
"117",2,"T1-HW6",2.0174,1.9125,0,25,34.2170613462228,1368.68245384891
"118",2,"T2-HW6",1.9693,1.8644,0,25,33.4113014473383,1336.45205789353
"119",2,"T2-HW6",1.9077,1.8028,0,25,32.3748070257874,1294.99228103149
"120",2,"T3-HW6",1.8538,1.7489,0,25,31.463593277094,1258.54373108376
